ID_PESQUISA;DATA_PESQUISA;MUNICÍPIO;ESTADO;INTENÇÃO DE VOTO
P1;04/09/2022;Santana do Araguaia;PA;A
P1;04/09/2022;Baraúna;PB;A
P1;04/09/2022;Jordão;AC;A
P1;04/09/2022;São Vicente do Sul;RS;A
P1;04/09/2022;Campo Grande;MS;A
P1;04/09/2022;Assis Brasil;AC;B
P1;04/09/2022;Araguanã;TO;B
P1;04/09/2022;Duas Barras;RJ;B
P1;04/09/2022;Ibirajuba;PE;A
P1;04/09/2022;São Luís;MA;B
P1;04/09/2022;Itaipé;MG;B
P1;04/09/2022;Marechal Deodoro;AL;A
P1;04/09/2022;Sorocaba;SP;A
P1;04/09/2022;Faxinal;PR;A
P1;04/09/2022;Aquidabã;SE;B
P1;04/09/2022;Santa Luzia D'Oeste;RO;B
P1;04/09/2022;Anadia;AL;A
P1;04/09/2022;Santo Antônio de Goiás;GO;A
P1;04/09/2022;Doutor Severiano;RN;A
P1;04/09/2022;Aracaju;SE;B
P1;04/09/2022;Nova Iguaçu;RJ;A
P1;04/09/2022;Serra;ES;B
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Chuí;RS;B
P1;04/09/2022;Diadema;SP;A
P1;04/09/2022;Rio Branco;AC;B
P1;04/09/2022;Guarulhos;SP;B
P1;04/09/2022;Jaboatão dos Guararapes;PE;B
P1;04/09/2022;Camalaú;PB;B
P1;04/09/2022;Almirante Tamandaré;PR;B
P1;04/09/2022;Rio Tinto;PB;A
P1;04/09/2022;Brejetuba;ES;A
P1;04/09/2022;Mossoró;RN;B
P1;04/09/2022;Embaúba;SP;A
P1;04/09/2022;Rondonópolis;MT;A
P1;04/09/2022;Santa Cruz da Baixa Verde;PE;A
P1;04/09/2022;Araruna;PR;A
P1;04/09/2022;Várzea Paulista;SP;B
P1;04/09/2022;Consolação;MG;A
P1;04/09/2022;Jaru;RO;A
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Goiânia;GO;A
P1;04/09/2022;Cacoal;RO;B
P1;04/09/2022;Nhamundá;AM;B
P1;04/09/2022;Cabixi;RO;B
P1;04/09/2022;Córrego Fundo;MG;B
P1;04/09/2022;Anadia;AL;B
P1;04/09/2022;Floresta;PE;A
P1;04/09/2022;São Joaquim;SC;A
P1;04/09/2022;Catuípe;RS;B
P1;04/09/2022;Mato Grosso;PB;A
P1;04/09/2022;Conselheiro Lafaiete;MG;B
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Porto Real;RJ;B
P1;04/09/2022;Barra do Bugres;MT;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Campinápolis;MT;A
P1;04/09/2022;Maracás;BA;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;São Domingos do Norte;ES;A
P1;04/09/2022;Belém do Brejo do Cruz;PB;B
P1;04/09/2022;Boa Vista do Ramos;AM;A
P1;04/09/2022;Jacuizinho;RS;A
P1;04/09/2022;Balneário Barra do Sul;SC;A
P1;04/09/2022;Vicência;PE;A
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Figueirópolis;TO;A
P1;04/09/2022;Goiatins;TO;B
P1;04/09/2022;Cidelândia;MA;B
P1;04/09/2022;Jumirim;SP;B
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Rio das Ostras;RJ;A
P1;04/09/2022;Itacajá;TO;A
P1;04/09/2022;Maragogi;AL;A
P1;04/09/2022;Rio Branco;AC;B
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Natal;RN;A
P1;04/09/2022;Itaquaquecetuba;SP;A
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Nossa Senhora da Glória;SE;B
P1;04/09/2022;Itaporã;MS;B
P1;04/09/2022;São Domingos do Araguaia;PA;B
P1;04/09/2022;Guarujá;SP;B
P1;04/09/2022;Pirambu;SE;A
P1;04/09/2022;Pomerode;SC;B
P1;04/09/2022;Passo de Camaragibe;AL;B
P1;04/09/2022;Pracuúba;AP;B
P1;04/09/2022;Ji-Paraná;RO;B
P1;04/09/2022;Carapicuíba;SP;A
P1;04/09/2022;Riachão do Bacamarte;PB;A
P1;04/09/2022;Itabaiana;SE;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Itabela;BA;B
P1;04/09/2022;Palmeira dos Índios;AL;B
P1;04/09/2022;Sertânia;PE;A
P1;04/09/2022;Senador Guiomard;AC;A
P1;04/09/2022;Vila Velha;ES;B
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Água Limpa;GO;B
P1;04/09/2022;Flor do Sertão;SC;A
P1;04/09/2022;Goiânia;GO;A
P1;04/09/2022;Santa Rita;PB;A
P1;04/09/2022;Serra Nova Dourada;MT;B
P1;04/09/2022;Itajubá;MG;B
P1;04/09/2022;Itapevi;SP;A
P1;04/09/2022;Placas;PA;A
P1;04/09/2022;Jaboatão dos Guararapes;PE;B
P1;04/09/2022;Arapiraca;AL;A
P1;04/09/2022;São Bernardino;SC;B
P1;04/09/2022;Xambrê;PR;A
P1;04/09/2022;Arapeí;SP;B
P1;04/09/2022;Duas Barras;RJ;B
P1;04/09/2022;Rio Branco;AC;B
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Itapecerica da Serra;SP;A
P1;04/09/2022;Nova Mutum;MT;B
P1;04/09/2022;Pompéu;MG;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Consolação;MG;A
P1;04/09/2022;Nova Santa Rita;PI;B
P1;04/09/2022;Itapecerica da Serra;SP;A
P1;04/09/2022;Antônio Cardoso;BA;A
P1;04/09/2022;Pacaembu;SP;A
P1;04/09/2022;Zé Doca;MA;A
P1;04/09/2022;Branquinha;AL;B
P1;04/09/2022;Juramento;MG;A
P1;04/09/2022;Forquilha;CE;A
P1;04/09/2022;Santa Isabel do Rio Negro;AM;A
P1;04/09/2022;Jericó;PB;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;São Francisco de Assis;RS;B
P1;04/09/2022;Santa Cruz da Baixa Verde;PE;B
P1;04/09/2022;Laranjal do Jari;AP;A
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Trombudo Central;SC;A
P1;04/09/2022;Carlópolis;PR;B
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Maria Helena;PR;A
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Ribeirão Pires;SP;A
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Serra do Mel;RN;A
P1;04/09/2022;Ribeirão Pires;SP;B
P1;04/09/2022;Bento Gonçalves;RS;B
P1;04/09/2022;Iguatemi;MS;A
P1;04/09/2022;Brejetuba;ES;A
P1;04/09/2022;Abaetetuba;PA;B
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Itapipoca;CE;A
P1;04/09/2022;Fátima do Sul;MS;A
P1;04/09/2022;Barcarena;PA;B
P1;04/09/2022;Monte Santo de Minas;MG;A
P1;04/09/2022;Petrolândia;PE;A
P1;04/09/2022;Campo Alegre;AL;B
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Ouro Preto do Oeste;RO;B
P1;04/09/2022;Piúma;ES;B
P1;04/09/2022;Pedro Gomes;MS;B
P1;04/09/2022;Caratinga;MG;A
P1;04/09/2022;Tatuí;SP;B
P1;04/09/2022;Manaquiri;AM;A
P1;04/09/2022;Castanhal;PA;B
P1;04/09/2022;João Pessoa;PB;A
P1;04/09/2022;Pracuúba;AP;B
P1;04/09/2022;Itabaiana;PB;A
P1;04/09/2022;Recife;PE;A
P1;04/09/2022;Canguçu;RS;A
P1;04/09/2022;Nossa Senhora de Lourdes;SE;B
P1;04/09/2022;Tuiuti;SP;A
P1;04/09/2022;Vilhena;RO;A
P1;04/09/2022;Junqueirópolis;SP;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Borborema;PB;A
P1;04/09/2022;Aparecida de Goiânia;GO;B
P1;04/09/2022;Angelândia;MG;A
P1;04/09/2022;Oiapoque;AP;B
P1;04/09/2022;Garuva;SC;A
P1;04/09/2022;Alto Alegre;RR;B
P1;04/09/2022;Varzedo;BA;A
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Capela;AL;A
P1;04/09/2022;Cubatão;SP;A
P1;04/09/2022;Joinville;SC;B
P1;04/09/2022;Piraquara;PR;A
P1;04/09/2022;Nísia Floresta;RN;B
P1;04/09/2022;Tijucas do Sul;PR;B
P1;04/09/2022;Pimenteiras;PI;A
P1;04/09/2022;Porto Grande;AP;A
P1;04/09/2022;Xapuri;AC;A
P1;04/09/2022;Itueta;MG;A
P1;04/09/2022;Maravilha;AL;B
P1;04/09/2022;Santa Cruz de Salinas;MG;B
P1;04/09/2022;Palmas;TO;B
P1;04/09/2022;Macapá;AP;B
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Manaus;AM;A
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;Ji-Paraná;RO;A
P1;04/09/2022;Flor do Sertão;SC;B
P1;04/09/2022;Maceió;AL;B
P1;04/09/2022;Vilhena;RO;B
P1;04/09/2022;Petrolina;PE;A
P1;04/09/2022;Assis;SP;B
P1;04/09/2022;Floresta do Araguaia;PA;A
P1;04/09/2022;Arapiraca;AL;A
P1;04/09/2022;Jandaia;GO;A
P1;04/09/2022;Salvador;BA;B
P1;04/09/2022;Sidrolândia;MS;A
P1;04/09/2022;Itapema;SC;B
P1;04/09/2022;Ribeirão Preto;SP;A
P1;04/09/2022;Novo Mundo;MT;B
P1;04/09/2022;Itaguaí;RJ;B
P1;04/09/2022;Sítio do Quinto;BA;A
P1;04/09/2022;Palmas;TO;A
P1;04/09/2022;Campo Grande;MS;B
P1;04/09/2022;Vale de São Domingos;MT;B
P1;04/09/2022;Caxambu do Sul;SC;B
P1;04/09/2022;Campina do Monte Alegre;SP;B
P1;04/09/2022;Trairi;CE;A
P1;04/09/2022;Pombal;PB;A
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Bujari;AC;B
P1;04/09/2022;Campo Formoso;BA;A
P1;04/09/2022;Belford Roxo;RJ;A
P1;04/09/2022;Sena Madureira;AC;B
P1;04/09/2022;Aparecida do Taboado;MS;A
P1;04/09/2022;Colombo;PR;A
P1;04/09/2022;Bayeux;PB;A
P1;04/09/2022;Manaus;AM;B
P1;04/09/2022;Tucuruí;PA;A
P1;04/09/2022;Camapuã;MS;A
P1;04/09/2022;São Miguel Arcanjo;SP;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Lago da Pedra;MA;A
P1;04/09/2022;Júlio Mesquita;SP;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Palmitinho;RS;A
P1;04/09/2022;Joca Marques;PI;A
P1;04/09/2022;Guaraí;TO;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Nova Andradina;MS;A
P1;04/09/2022;Limeira;SP;A
P1;04/09/2022;Santana do Maranhão;MA;B
P1;04/09/2022;Nova Friburgo;RJ;B
P1;04/09/2022;Pimenta Bueno;RO;B
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Tupirama;TO;A
P1;04/09/2022;Passo do Sobrado;RS;B
P1;04/09/2022;Corumbá;MS;B
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Itaquitinga;PE;A
P1;04/09/2022;Nilópolis;RJ;A
P1;04/09/2022;São Paulo;SP;B
P1;04/09/2022;Dourados;MS;A
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Uberaba;MG;A
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Forquilha;CE;A
P1;04/09/2022;Botucatu;SP;A
P1;04/09/2022;Belford Roxo;RJ;A
P1;04/09/2022;Ponta Porã;MS;B
P1;04/09/2022;Guarujá;SP;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;São José da Tapera;AL;B
P1;04/09/2022;São Sebastião do Passé;BA;A
P1;04/09/2022;União;PI;B
P1;04/09/2022;Macuco;RJ;B
P1;04/09/2022;Morada Nova;CE;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Juazeiro do Norte;CE;B
P1;04/09/2022;Berizal;MG;B
P1;04/09/2022;Valença;BA;A
P1;04/09/2022;Rio Claro;SP;A
P1;04/09/2022;Feira da Mata;BA;A
P1;04/09/2022;Belo Horizonte;MG;A
P1;04/09/2022;Ijuí;RS;B
P1;04/09/2022;São João da Serra;PI;A
P1;04/09/2022;Quirinópolis;GO;A
P1;04/09/2022;Ubá;MG;A
P1;04/09/2022;Cachoeira Paulista;SP;A
P1;04/09/2022;Extremoz;RN;A
P1;04/09/2022;Paraíso do Tocantins;TO;A
P1;04/09/2022;Mogi Guaçu;SP;A
P1;04/09/2022;Anicuns;GO;B
P1;04/09/2022;Parnaíba;PI;A
P1;04/09/2022;Salinas da Margarida;BA;A
P1;04/09/2022;Rio de Janeiro;RJ;B
P1;04/09/2022;Trindade;GO;B
P1;04/09/2022;Vila Velha;ES;B
P1;04/09/2022;São Luiz;RR;B
P1;04/09/2022;Ouricuri;PE;A
P1;04/09/2022;São José do Rio Preto;SP;B
P1;04/09/2022;Anadia;AL;B
P1;04/09/2022;Porto Walter;AC;A
P1;04/09/2022;Primavera do Leste;MT;B
P1;04/09/2022;Ribeirão Preto;SP;A
P1;04/09/2022;Forquilha;CE;A
P1;04/09/2022;Fortaleza;CE;B
P1;04/09/2022;Santa Teresa;ES;B
P1;04/09/2022;Buíque;PE;B
P1;04/09/2022;Pracuúba;AP;A
P1;04/09/2022;Guarujá;SP;B
P1;04/09/2022;São Miguel do Guaporé;RO;B
P1;04/09/2022;Condado;PB;B
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Pilar;AL;A
P1;04/09/2022;São Gonçalo;RJ;A
P1;04/09/2022;Rio Largo;AL;A
P1;04/09/2022;Abreu e Lima;PE;A
P1;04/09/2022;Sobradinho;BA;A
P1;04/09/2022;Oeiras;PI;A
P1;04/09/2022;Valente;BA;A
P1;04/09/2022;Marialva;PR;B
P1;04/09/2022;Gameleira;PE;B
P1;04/09/2022;Palmas;TO;B
P1;04/09/2022;Caxias do Sul;RS;B
P1;04/09/2022;São José do Egito;PE;B
P1;04/09/2022;Monte Belo;MG;A
P1;04/09/2022;Minduri;MG;B
P1;04/09/2022;Cavalcante;GO;B
P1;04/09/2022;Comendador Levy Gasparian;RJ;B
P1;04/09/2022;Manaquiri;AM;A
P1;04/09/2022;Juarina;TO;A
P1;04/09/2022;Guarabira;PB;A
P1;04/09/2022;Itaubal;AP;B
P1;04/09/2022;Itamogi;MG;A
P1;04/09/2022;Aracaju;SE;A
P1;04/09/2022;Cabo Frio;RJ;A
P1;04/09/2022;Serra;ES;A
P1;04/09/2022;Murici;AL;A
P1;04/09/2022;Iguatu;CE;A
P1;04/09/2022;Teresina;PI;A
P1;04/09/2022;Theobroma;RO;B
P1;04/09/2022;Curitiba;PR;B
P1;04/09/2022;Rafard;SP;B
P1;04/09/2022;Bom Jesus;PI;A
P1;04/09/2022;Quebrangulo;AL;B
P1;04/09/2022;Ananindeua;PA;B
P1;04/09/2022;Estância;SE;A
P1;04/09/2022;Senador Canedo;GO;A
P1;04/09/2022;Senador Sá;CE;B
P1;04/09/2022;Mariluz;PR;B
P1;04/09/2022;Forquilha;CE;B
P1;04/09/2022;Anicuns;GO;B
P1;04/09/2022;Santana do Maranhão;MA;A
P1;04/09/2022;Ipu;CE;A
P1;04/09/2022;Caucaia;CE;B
P1;04/09/2022;Loanda;PR;B
P1;04/09/2022;Simões;PI;B
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Bayeux;PB;B
P1;04/09/2022;Doutor Severiano;RN;B
P1;04/09/2022;Rio das Ostras;RJ;B
P1;04/09/2022;Divinolândia de Minas;MG;A
P1;04/09/2022;Goiânia;GO;B
P1;04/09/2022;Vitória;ES;A
P1;04/09/2022;Poté;MG;A
P1;04/09/2022;Rio das Ostras;RJ;A
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Leopoldo de Bulhões;GO;A
P1;04/09/2022;Nova Odessa;SP;B
P1;04/09/2022;Luís Eduardo Magalhães;BA;B
P1;04/09/2022;Santana;AP;A
P1;04/09/2022;Uberlândia;MG;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Rio Branco;AC;A
P1;04/09/2022;Talismã;TO;B
P1;04/09/2022;Manaus;AM;A
P1;04/09/2022;Umbaúba;SE;A
P1;04/09/2022;Paço do Lumiar;MA;A
P1;04/09/2022;Ituverava;SP;A
P1;04/09/2022;Riacho dos Machados;MG;B
P1;04/09/2022;Cuiabá;MT;B
P1;04/09/2022;Pedreiras;MA;B
P1;04/09/2022;Natal;RN;B
P1;04/09/2022;Luís Gomes;RN;B
P1;04/09/2022;Congonhal;MG;A
P1;04/09/2022;Aquidabã;SE;A
P1;04/09/2022;Dom Expedito Lopes;PI;A
P1;04/09/2022;Arapiraca;AL;A
P1;04/09/2022;Jóia;RS;B
P1;04/09/2022;Belmiro Braga;MG;A
P1;04/09/2022;Corumbá;MS;A
P1;04/09/2022;Santo Amaro do Maranhão;MA;A
P1;04/09/2022;Jarinu;SP;A
P1;04/09/2022;Santana;AP;B
P1;04/09/2022;Licínio de Almeida;BA;B
P1;04/09/2022;Teixeira;PB;B
P1;04/09/2022;Quatis;RJ;A
P1;04/09/2022;Indiavaí;MT;B
P1;04/09/2022;Santana;AP;B
P1;04/09/2022;Buerarema;BA;A
P1;04/09/2022;São Gonçalo;RJ;A
P1;04/09/2022;Camapuã;MS;A
P1;04/09/2022;Itapiranga;AM;B
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Rio das Flores;RJ;B
P1;04/09/2022;Indaial;SC;B
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Palmácia;CE;A
P1;04/09/2022;Itaquitinga;PE;A
P1;04/09/2022;Anadia;AL;B
P1;04/09/2022;Alcinópolis;MS;B
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Palmas;TO;B
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Francisco Morato;SP;A
P1;04/09/2022;Igarapé-Miri;PA;B
P1;04/09/2022;Campo Grande;MS;A
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Juti;MS;A
P1;04/09/2022;Alvorada;RS;B
P1;04/09/2022;Contagem;MG;B
P1;04/09/2022;Arenápolis;MT;B
P1;04/09/2022;Ibirajuba;PE;A
P1;04/09/2022;Uberaba;MG;A
P1;04/09/2022;Alta Floresta D'Oeste;RO;B
P1;04/09/2022;São Luís;MA;B
P1;04/09/2022;Cipó;BA;A
P1;04/09/2022;Tanhaçu;BA;B
P1;04/09/2022;Indiavaí;MT;B
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Nova Olinda do Norte;AM;A
P1;04/09/2022;Salinas da Margarida;BA;A
P1;04/09/2022;São Miguel Arcanjo;SP;A
P1;04/09/2022;Rio de Janeiro;RJ;A
P1;04/09/2022;Cabo Frio;RJ;A
P1;04/09/2022;Rio Branco;AC;B
P1;04/09/2022;Campinas;SP;B
P1;04/09/2022;Ipojuca;PE;A
P1;04/09/2022;Iaciara;GO;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Trairi;CE;B
P1;04/09/2022;São Simão;SP;B
P1;04/09/2022;Ariquemes;RO;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Conceição do Lago-Açu;MA;B
P1;04/09/2022;São José dos Campos;SP;A
P1;04/09/2022;Paiçandu;PR;B
P1;04/09/2022;Macaé;RJ;A
P1;04/09/2022;Barcarena;PA;B
P1;04/09/2022;Curitiba;PR;B
P1;04/09/2022;Laranjal do Jari;AP;B
P1;04/09/2022;Capela;SE;A
P1;04/09/2022;Araguaína;TO;A
P1;04/09/2022;Macapá;AP;B
P1;04/09/2022;Boa Vista;RR;B
P1;04/09/2022;Corumbá;MS;B
P1;04/09/2022;Angra dos Reis;RJ;B
P1;04/09/2022;Maceió;AL;B
P1;04/09/2022;Palmas;TO;A
P1;04/09/2022;Pacaraima;RR;B
P1;04/09/2022;Serra Caiada;RN;A
P1;04/09/2022;Ourém;PA;A
P1;04/09/2022;Igrejinha;RS;B
P1;04/09/2022;Jundiaí;SP;A
P1;04/09/2022;Pirajuba;MG;A
P1;04/09/2022;Campestre;AL;A
P1;04/09/2022;Cachoeiro de Itapemirim;ES;A
P1;04/09/2022;Maceió;AL;A
P1;04/09/2022;Vila Valério;ES;B
P1;04/09/2022;Mossoró;RN;A
P1;04/09/2022;Biguaçu;SC;B
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Cotriguaçu;MT;B
P1;04/09/2022;São João dos Patos;MA;B
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Francisco Sá;MG;B
P1;04/09/2022;São João Batista;SC;B
P1;04/09/2022;Bezerros;PE;B
P1;04/09/2022;Penedo;AL;B
P1;04/09/2022;Monte das Gameleiras;RN;A
P1;04/09/2022;Canarana;BA;B
P1;04/09/2022;Sapopema;PR;A
P1;04/09/2022;Beneditinos;PI;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Cacoal;RO;B
P1;04/09/2022;Maracaju;MS;A
P1;04/09/2022;Sonora;MS;B
P1;04/09/2022;Vera;MT;B
P1;04/09/2022;Ministro Andreazza;RO;B
P1;04/09/2022;Natal;RN;A
P1;04/09/2022;Ilhéus;BA;A
P1;04/09/2022;Suzano;SP;B
P1;04/09/2022;Santa Luzia;MG;B
P1;04/09/2022;São José das Palmeiras;PR;B
P1;04/09/2022;Porto Alegre;RS;B
P1;04/09/2022;Cuiabá;MT;B
P1;04/09/2022;Ipixuna;AM;B
P1;04/09/2022;Jericó;PB;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Paragominas;PA;B
P1;04/09/2022;Tartarugalzinho;AP;B
P1;04/09/2022;Lago da Pedra;MA;B
P1;04/09/2022;Barcarena;PA;B
P1;04/09/2022;Silves;AM;A
P1;04/09/2022;Guarujá;SP;B
P1;04/09/2022;São Roque do Canaã;ES;A
P1;04/09/2022;Imbuia;SC;B
P1;04/09/2022;Ji-Paraná;RO;B
P1;04/09/2022;Tapauá;AM;B
P1;04/09/2022;Pimenta Bueno;RO;B
P1;04/09/2022;Pilar do Sul;SP;B
P1;04/09/2022;Brejo Grande do Araguaia;PA;A
P1;04/09/2022;Paulino Neves;MA;B
P1;04/09/2022;Araçás;BA;A
P1;04/09/2022;Cariacica;ES;B
P1;04/09/2022;Mata Verde;MG;B
P1;04/09/2022;Salinas da Margarida;BA;B
P1;04/09/2022;Governador Lindenberg;ES;A
P1;04/09/2022;Augustinópolis;TO;B
P1;04/09/2022;Jaguariúna;SP;A
P1;04/09/2022;Tabaporã;MT;B
P1;04/09/2022;Natal;RN;A
P1;04/09/2022;Canudos;BA;A
P1;04/09/2022;Conceição do Pará;MG;B
P1;04/09/2022;São Bento do Una;PE;B
P1;04/09/2022;Porto Alegre;RS;B
P1;04/09/2022;Ponto Belo;ES;B
P1;04/09/2022;Ipecaetá;BA;B
P1;04/09/2022;Porto Walter;AC;B
P1;04/09/2022;Carinhanha;BA;A
P1;04/09/2022;Monções;SP;A
P1;04/09/2022;Malta;PB;A
P1;04/09/2022;Caiuá;SP;B
P1;04/09/2022;Feijó;AC;B
P1;04/09/2022;Girau do Ponciano;AL;A
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Limoeiro de Anadia;AL;B
P1;04/09/2022;Catuípe;RS;A
P1;04/09/2022;Acará;PA;A
P1;04/09/2022;#N/D;#N/D;#N/D
P1;04/09/2022;São Miguel Arcanjo;SP;A
P1;04/09/2022;Santa Inês;MA;A
P1;04/09/2022;Natal;RN;A
P1;04/09/2022;Rio Branco;AC;A
P1;04/09/2022;Imperatriz;MA;A
P1;04/09/2022;Goianésia;GO;B
P1;04/09/2022;Palmeira dos Índios;AL;A
P1;04/09/2022;Porto Velho;RO;B
P1;04/09/2022;Alto Alegre;RR;B
P1;04/09/2022;Olho d'Água;PB;A
P1;04/09/2022;Arneiroz;CE;B
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Caiçara do Rio do Vento;RN;A
P1;04/09/2022;Conceição do Rio Verde;MG;A
P1;04/09/2022;Batatais;SP;A
P1;04/09/2022;Marabá;PA;A
P1;04/09/2022;São José do Rio Preto;SP;B
P1;04/09/2022;Rio Crespo;RO;B
P1;04/09/2022;Garanhuns;PE;A
P1;04/09/2022;Olinda;PE;A
P1;04/09/2022;Orlândia;SP;A
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Nova Iguaçu;RJ;A
P1;04/09/2022;Lagoa dos Patos;MG;B
P1;04/09/2022;Curral de Cima;PB;A
P1;04/09/2022;Brasília;DF;A
P1;04/09/2022;Caraguatatuba;SP;B
P1;04/09/2022;Ibiraci;MG;A
P1;04/09/2022;Areal;RJ;B
P1;04/09/2022;Alto Alegre;RR;B
P1;04/09/2022;Baixo Guandu;ES;A
P1;04/09/2022;Araújos;MG;A
P1;04/09/2022;Ouro Fino;MG;B
P1;04/09/2022;Calumbi;PE;B
P1;04/09/2022;Nova Andradina;MS;B
P1;04/09/2022;Orós;CE;A
P1;04/09/2022;Macapá;AP;A
P1;04/09/2022;Carpina;PE;A
P1;04/09/2022;Santana da Boa Vista;RS;B
P1;04/09/2022;São Miguel Arcanjo;SP;B
P1;04/09/2022;Natal;RN;A
P1;04/09/2022;Urussanga;SC;B
P1;04/09/2022;Fartura;SP;A
P1;04/09/2022;Clevelândia;PR;B
P1;04/09/2022;Granito;PE;A
P1;04/09/2022;São Miguel Arcanjo;SP;A
P1;04/09/2022;Cametá;PA;A
P1;04/09/2022;Brasília;DF;B
P1;04/09/2022;Rio das Ostras;RJ;A
P1;04/09/2022;Ponte Alta do Tocantins;TO;B
P1;04/09/2022;Manaquiri;AM;B
P1;04/09/2022;Campo Grande;MS;A
P1;04/09/2022;Campo Grande;MS;B
P1;04/09/2022;Limoeiro de Anadia;AL;B
P1;04/09/2022;Barão de Cocais;MG;A
P1;04/09/2022;Itaquitinga;PE;A
P1;04/09/2022;João Pessoa;PB;B
P1;04/09/2022;Douradina;MS;B
P1;04/09/2022;Pau dos Ferros;RN;B
P1;04/09/2022;São Francisco de Assis;RS;B
P1;04/09/2022;São Pedro do Ivaí;PR;B
P1;04/09/2022;Nova América da Colina;PR;B
P1;04/09/2022;Lençóis Paulista;SP;A
P1;04/09/2022;Princesa Isabel;PB;A
P1;04/09/2022;Fortaleza;CE;A
P1;04/09/2022;Cidade Ocidental;GO;B
P1;04/09/2022;Orós;CE;A
P1;04/09/2022;Caiabu;SP;B
P1;04/09/2022;São Joaquim;SC;A
P1;04/09/2022;São Paulo;SP;A
P1;04/09/2022;Goianésia;GO;B
P1;04/09/2022;São José dos Basílios;MA;A
P1;04/09/2022;Brasília de Minas;MG;B
P1;04/09/2022;Aiquara;BA;B
P1;04/09/2022;Mineiros;GO;B
P1;04/09/2022;Joaçaba;SC;B
P1;04/09/2022;Itaboraí;RJ;B
P1;04/09/2022;Bom Jesus do Itabapoana;RJ;B
P1;04/09/2022;Belém;PA;B
P1;04/09/2022;Bom Jesus do Amparo;MG;B
P1;04/09/2022;Belo Horizonte;MG;B
